gene,score,tier,modalities,mutated,tpm,surface,n_drugs,top_drugs,civic_levels,civic_therapies,cosmic_role,n_trials,driver,evidence_summary,tissue_specificity,housekeeping
SERINC1,3,D,1,,625.2,YES,0,,,,,0,,"Overexpressed (625 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
SERINC3,3,D,1,,478.2,YES,0,,,,,0,,"Overexpressed (478 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
SLC20A1,3,D,1,,186.4,YES,0,,,,,0,,"Overexpressed (186 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SLC25A36,3,D,1,,194.0,YES,0,,,,,0,,"Overexpressed (194 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SLC35F5,3,D,1,,211.7,YES,0,,,,,0,,"Overexpressed (212 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SLC39A7,3,D,1,,254.8,YES,0,,,,,0,,"Overexpressed (255 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SLC39A9,3,D,1,,185.8,YES,0,,,,,0,,"Overexpressed (186 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SLC44A2,3,D,1,,182.8,YES,0,,,,,0,,"Overexpressed (183 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SNRK,3,D,1,,169.9,YES,0,,,,,0,,"Overexpressed (170 TPM, p98) | Surface protein (HPA)",Low tissue specificity,True
SNX25,3,D,1,,158.3,YES,0,,,,,0,,"Overexpressed (158 TPM, p98) | Surface protein (HPA)",Low tissue specificity,True
SPAG9,3,D,1,,324.1,YES,0,,,,,0,,"Overexpressed (324 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SSR1,3,D,1,,330.3,YES,0,,,,,0,,"Overexpressed (330 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SSR3,3,D,1,,380.0,YES,0,,,,,0,,"Overexpressed (380 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
STRN3,3,D,1,,269.4,YES,0,,,,,0,,"Overexpressed (269 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
STT3B,3,D,1,,844.1,YES,0,,,,,0,,"Overexpressed (844 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
SURF4,3,D,1,,302.8,YES,0,,,,,0,,"Overexpressed (303 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
SYPL1,3,D,1,,528.2,YES,0,,,,,0,,"Overexpressed (528 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TGOLN2,3,D,1,,489.2,YES,0,,,,,0,,"Overexpressed (489 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TIMM23,3,D,1,,481.6,YES,0,,,,,0,,"Overexpressed (482 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TM9SF2,3,D,1,,239.3,YES,0,,,,,0,,"Overexpressed (239 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TM9SF3,3,D,1,,471.6,YES,0,,,,,0,,"Overexpressed (472 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TMCO1,3,D,1,,178.2,YES,0,,,,,0,,"Overexpressed (178 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TMED10,3,D,1,,368.3,YES,0,,,,,0,,"Overexpressed (368 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TMED2,3,D,1,,381.7,YES,0,,,,,0,,"Overexpressed (382 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TMED7,3,D,1,,266.9,YES,0,,,,,0,,"Overexpressed (267 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TMEM123,3,D,1,,911.7,YES,0,,,,,0,,"Overexpressed (912 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TMEM14C,3,D,1,,191.5,YES,0,,,,,0,,"Overexpressed (192 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TMEM245,3,D,1,,185.2,YES,0,,,,,0,,"Overexpressed (185 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TMEM248,3,D,1,,327.7,YES,0,,,,,0,,"Overexpressed (328 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TMEM30A,3,D,1,,436.3,YES,0,,,,,0,,"Overexpressed (436 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TMEM50A,3,D,1,,212.1,YES,0,,,,,0,,"Overexpressed (212 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TMEM59,3,D,1,,181.2,YES,0,,,,,0,,"Overexpressed (181 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TOMM70,3,D,1,,170.9,YES,0,,,,,0,,"Overexpressed (171 TPM, p98) | Surface protein (HPA)",Low tissue specificity,True
TP53I11,3,D,1,,181.9,YES,0,,,,,0,,"Overexpressed (182 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TPST1,3,D,1,,239.5,YES,0,,,,,0,,"Overexpressed (240 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TRAM1,3,D,1,,542.3,YES,0,,,,,0,,"Overexpressed (542 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
TRIM4,3,D,1,,158.3,YES,0,,,,,0,,"Overexpressed (158 TPM, p98) | Surface protein (HPA)",Low tissue specificity,True
TSPAN3,3,D,1,,184.9,YES,0,,,,,0,,"Overexpressed (185 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TTC3,3,D,1,,178.1,YES,0,,,,,0,,"Overexpressed (178 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
TYW1,3,D,1,,176.4,YES,0,,,,,0,,"Overexpressed (176 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
UBE2J1,3,D,1,,382.1,YES,0,,,,,0,,"Overexpressed (382 TPM, p100) | Surface protein (HPA)",Low tissue specificity,True
UBR2,3,D,1,,188.0,YES,0,,,,,0,,"Overexpressed (188 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
UBXN4,3,D,1,,223.5,YES,0,,,,,0,,"Overexpressed (223 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
UNC50,3,D,1,,173.8,YES,0,,,,,0,,"Overexpressed (174 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
VMP1,3,D,1,,246.5,YES,0,,,,,0,,"Overexpressed (246 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
WAC,3,D,1,,223.1,YES,0,,,,,0,,"Overexpressed (223 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
XPR1,3,D,1,,315.5,YES,0,,,,,0,,"Overexpressed (316 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
XRN1,3,D,1,,157.2,YES,0,,,,,0,,"Overexpressed (157 TPM, p98) | Surface protein (HPA)",Low tissue specificity,True
YME1L1,3,D,1,,183.1,YES,0,,,,,0,,"Overexpressed (183 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
YTHDC1,3,D,1,,333.7,YES,0,,,,,0,,"Overexpressed (334 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
ZBED3,3,D,1,,230.9,YES,0,,,,,0,,"Overexpressed (231 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
ZDHHC17,3,D,1,,239.9,YES,0,,,,,0,,"Overexpressed (240 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
ZNF330,3,D,1,,205.3,YES,0,,,,,0,,"Overexpressed (205 TPM, p99) | Surface protein (HPA)",Low tissue specificity,True
ZNF655,3,D,1,,158.7,YES,0,,,,,0,,"Overexpressed (159 TPM, p98) | Surface protein (HPA)",Low tissue specificity,True
ABCA7,3,D,1,YES,6.8,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (7 TPM) | Surface protein (HPA),Tissue enhanced,False
ABTB3,3,D,1,YES,2.5,,0,,,,,0,,Mutated (HIGH) | Expressed (2 TPM),Tissue enhanced,False
CAST,3,D,1,,0.0,YES,7,"DOXORUBICIN HYDROCHLORIDE, STAUROSPORINE, THERAPEUTIC ANDROSTANOLONE",,,,0,,Surface protein (HPA) | Druggable (7 drugs),Low tissue specificity,True
CASTOR1,3,D,1,YES,1.1,,0,,,,,0,,Mutated (HIGH) | Expressed (1 TPM),Tissue enhanced,False
CDHR18P,3,D,1,YES,,,0,,,,,0,,Mutated (HIGH),,False
CDHR2,3,D,1,YES,0.1,YES,0,,,,,0,,Mutated (MODERATE) | Surface protein (HPA),Tissue enriched,False
CFAP221,3,D,1,YES,2.0,,0,,,,,0,,"Mutated (HIGH, MODERATE) | Expressed (2 TPM)",Tissue enhanced,False
CGNL1,3,D,1,YES,15.1,,0,,,,,0,,Mutated (HIGH) | Expressed (15 TPM),Tissue enhanced,False
CTSE,3,D,1,YES,,YES,0,,,,,0,,Mutated (MODERATE) | Surface protein (HPA),Tissue enriched,False
DNAH8,3,D,1,YES,1.0,,0,,,,,0,,Mutated (HIGH),Tissue enhanced,False
EYS,3,D,1,YES,9.5,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (10 TPM) | Surface protein (HPA),Tissue enriched,False
FAM83H,3,D,1,YES,0.5,,0,,,,,0,,Mutated (HIGH),Tissue enhanced,False
FJX1,3,D,1,YES,2.2,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (2 TPM) | Surface protein (HPA),Low tissue specificity,False
FZD9,3,D,1,YES,0.9,YES,0,,,,,0,,Mutated (MODERATE) | Surface protein (HPA),Tissue enhanced,False
GLIS3,3,D,1,YES,18.3,,0,,,,,0,,Mutated (HIGH) | Expressed (18 TPM),Tissue enhanced,False
ITPR3,3,D,1,YES,4.2,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (4 TPM) | Surface protein (HPA),Low tissue specificity,False
OBSCN,3,D,1,YES,2.8,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (3 TPM) | Surface protein (HPA),Group enriched,False
OR10H1,3,D,1,YES,0.1,YES,0,,,,,0,,Mutated (MODERATE) | Surface protein (HPA),Not detected,False
OR2T12,3,D,1,YES,,YES,0,,,,,0,,Mutated (MODERATE) | Surface protein (HPA),Not detected,False
PCDH15,3,D,1,YES,3.4,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (3 TPM) | Surface protein (HPA),Group enriched,False
PCLO,3,D,1,YES,1.5,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (2 TPM) | Surface protein (HPA),Tissue enhanced,False
RECK,3,D,1,YES,43.9,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (44 TPM) | Surface protein (HPA),Low tissue specificity,True
SLC17A4,3,D,1,YES,0.3,YES,0,,,,,0,,Mutated (MODERATE) | Surface protein (HPA),Group enriched,False
SLC25A6,3,D,1,,,YES,49,"[3H]M-MPEP, CPPHA, COMPOUND 8 [PMID: 15482908]",,,,0,,Surface protein (HPA) | Druggable (49 drugs),Low tissue specificity,True
SLC35G2,3,D,1,YES,9.9,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (10 TPM) | Surface protein (HPA),Low tissue specificity,False
SLC7A1,3,D,1,YES,40.0,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (40 TPM) | Surface protein (HPA),Tissue enhanced,False
SPAG1,3,D,1,YES,29.1,,0,,,,,0,,Mutated (HIGH) | Expressed (29 TPM),Low tissue specificity,False
TAF7L,3,D,1,YES,0.9,,0,,,,,0,,Mutated (HIGH),Tissue enriched,False
TRABD2A,3,D,1,YES,0.5,YES,0,,,,,0,,Mutated (MODERATE) | Surface protein (HPA),Group enriched,False
TVP23B,3,D,1,YES,9.8,YES,0,,,,,0,,Mutated (MODERATE) | Expressed (10 TPM) | Surface protein (HPA),Low tissue specificity,True
A2M,2,D,1,,3171.3,,0,,,,,0,,"Overexpressed (3171 TPM, p100)",Tissue enhanced,False
AAGAB,2,D,1,,185.0,,0,,,,,0,,"Overexpressed (185 TPM, p99)",Low tissue specificity,True
ABI3BP,2,D,1,YES,10.5,,0,,,,,0,,Mutated (MODERATE) | Expressed (10 TPM),Low tissue specificity,False
ACBD3,2,D,1,,277.7,,0,,,,,0,,"Overexpressed (278 TPM, p99)",Low tissue specificity,True
ACIN1,2,D,1,,189.7,,0,,,,,0,,"Overexpressed (190 TPM, p99)",Low tissue specificity,True
ACTB,2,D,1,,1287.4,,0,,,,,0,,"Overexpressed (1287 TPM, p100)",Low tissue specificity,True
ACTG1,2,D,1,,656.8,,0,,,,,0,,"Overexpressed (657 TPM, p100)",Low tissue specificity,True
ACTN4,2,D,1,,159.5,,0,,,,,0,,"Overexpressed (160 TPM, p98)",Tissue enhanced,False
ACTR2,2,D,1,,603.6,,0,,,,,0,,"Overexpressed (604 TPM, p100)",Low tissue specificity,True
ACTR3,2,D,1,,487.1,,0,,,,,0,,"Overexpressed (487 TPM, p100)",Low tissue specificity,True
ADAMTS9,2,D,1,,389.1,,0,,,,,0,,"Overexpressed (389 TPM, p100)",Tissue enhanced,False
ADAR,2,D,1,,234.6,,0,,,,,0,,"Overexpressed (235 TPM, p99)",Low tissue specificity,True
AFF1,2,D,1,,213.1,,0,,,,,0,,"Overexpressed (213 TPM, p99)",Low tissue specificity,True
AFF4,2,D,1,,400.1,,0,,,,,0,,"Overexpressed (400 TPM, p100)",Low tissue specificity,True
AGAP2,2,D,1,YES,2.8,,0,,,,,0,,Mutated (MODERATE) | Expressed (3 TPM),Tissue enriched,False
AHCYL1,2,D,1,,248.8,,0,,,,,0,,"Overexpressed (249 TPM, p99)",Low tissue specificity,True
AHCYL2,2,D,1,,258.3,,0,,,,,0,,"Overexpressed (258 TPM, p99)",Tissue enhanced,False
AHSA1,2,D,1,,182.2,,0,,,,,0,,"Overexpressed (182 TPM, p99)",Low tissue specificity,True
ANGPT1,2,D,1,,415.6,,0,,,,,0,,"Overexpressed (416 TPM, p100)",Tissue enhanced,False
ANGPT2,2,D,1,,248.1,,0,,,,,0,,"Overexpressed (248 TPM, p99)",Low tissue specificity,False
ANKDD1A,2,D,1,YES,30.7,,0,,,,,0,,Mutated (MODERATE) | Expressed (31 TPM),Low tissue specificity,False
ANKRD17,2,D,1,,373.7,,0,,,,,0,,"Overexpressed (374 TPM, p100)",Low tissue specificity,True
ANKRD28,2,D,1,,253.8,,0,,,,,0,,"Overexpressed (254 TPM, p99)",Low tissue specificity,True
ANKRD50,2,D,1,,167.0,,0,,,,,0,,"Overexpressed (167 TPM, p98)",Low tissue specificity,False
ANP32B,2,D,1,,608.0,,0,,,,,0,,"Overexpressed (608 TPM, p100)",Low tissue specificity,True
ANP32E,2,D,1,,179.3,,0,,,,,0,,"Overexpressed (179 TPM, p99)",Low tissue specificity,True
ANXA5,2,D,1,,1684.1,,0,,,,,0,,"Overexpressed (1684 TPM, p100)",Low tissue specificity,True
AP3D1,2,D,1,,168.9,,0,,,,,0,,"Overexpressed (169 TPM, p98)",Low tissue specificity,True
APBB2,2,D,1,,243.2,,0,,,,,0,,"Overexpressed (243 TPM, p99)",Low tissue specificity,True
APEX1,2,D,1,,397.4,,0,,,,,0,,"Overexpressed (397 TPM, p100)",Low tissue specificity,True
ARB2A,2,D,1,,162.0,,0,,,,,0,,"Overexpressed (162 TPM, p98)",,False
ARCN1,2,D,1,,564.3,,0,,,,,0,,"Overexpressed (564 TPM, p100)",Low tissue specificity,True
ARF4,2,D,1,,440.6,,0,,,,,0,,"Overexpressed (441 TPM, p100)",Low tissue specificity,True
ARFGAP3,2,D,1,,182.4,,0,,,,,0,,"Overexpressed (182 TPM, p99)",Low tissue specificity,True
ARFGEF1,2,D,1,,260.9,,0,,,,,0,,"Overexpressed (261 TPM, p99)",Low tissue specificity,True
ARHGAP5,2,D,1,,284.2,,0,,,,,0,,"Overexpressed (284 TPM, p99)",Low tissue specificity,True
ARHGDIB,2,D,1,,189.7,,0,,,,,0,,"Overexpressed (190 TPM, p99)",Group enriched,False
ARID2,2,D,1,,199.3,,0,,,,,0,,"Overexpressed (199 TPM, p99)",Low tissue specificity,True
ARL4A,2,D,1,,240.5,,0,,,,,0,,"Overexpressed (240 TPM, p99)",Tissue enhanced,False
ARNT,2,D,1,,176.6,,0,,,,,0,,"Overexpressed (177 TPM, p99)",Low tissue specificity,True
ARPC2,2,D,1,,214.6,,0,,,,,0,,"Overexpressed (215 TPM, p99)",Low tissue specificity,True
ARRDC3,2,D,1,,646.5,,0,,,,,0,,"Overexpressed (646 TPM, p100)",Low tissue specificity,True
ASH1L,2,D,1,,375.6,,0,,,,,0,,"Overexpressed (376 TPM, p100)",Low tissue specificity,True
ASPN,2,D,1,,303.7,,0,,,,,0,,"Overexpressed (304 TPM, p99)",Tissue enhanced,False
ATF4,2,D,1,,413.1,,0,,,,,0,,"Overexpressed (413 TPM, p100)",Low tissue specificity,True
ATF7IP,2,D,1,,157.5,,0,,,,,0,,"Overexpressed (158 TPM, p98)",Low tissue specificity,True
ATP5F1B,2,D,1,,848.9,,0,,,,,0,,"Overexpressed (849 TPM, p100)",Tissue enhanced,False
ATP5F1C,2,D,1,,180.8,,0,,,,,0,,"Overexpressed (181 TPM, p99)",Tissue enhanced,False
ATP5PDP4,2,D,1,,171.3,,0,,,,,0,,"Overexpressed (171 TPM, p98)",,False
ATP6V1C1,2,D,1,,296.7,,0,,,,,0,,"Overexpressed (297 TPM, p99)",Low tissue specificity,True
AZIN1,2,D,1,,393.4,,0,,,,,0,,"Overexpressed (393 TPM, p100)",Low tissue specificity,True
BAZ2A,2,D,1,,197.0,,0,,,,,0,,"Overexpressed (197 TPM, p99)",Low tissue specificity,True
BCAT1,2,D,1,,401.9,,0,,,,,0,,"Overexpressed (402 TPM, p100)",Tissue enhanced,False
BCL6,2,D,1,,235.0,,0,,,,,0,,"Overexpressed (235 TPM, p99)",Tissue enhanced,False
BCLAF1,2,D,1,,273.4,,0,,,,,0,,"Overexpressed (273 TPM, p99)",Tissue enhanced,False
BDP1,2,D,1,,235.4,,0,,,,,0,,"Overexpressed (235 TPM, p99)",Low tissue specificity,False
BGN,2,D,1,,1142.1,,0,,,,,0,,"Overexpressed (1142 TPM, p100)",Tissue enriched,False
BHLHE40,2,D,1,,339.7,,0,,,,,0,,"Overexpressed (340 TPM, p99)",Low tissue specificity,True
BICC1,2,D,1,,292.1,,0,,,,,0,,"Overexpressed (292 TPM, p99)",Tissue enhanced,False
BIRC2,2,D,1,,191.6,,0,,,,,0,,"Overexpressed (192 TPM, p99)",Low tissue specificity,True
BIRC6,2,D,1,,300.1,,0,,,,,0,,"Overexpressed (300 TPM, p99)",Low tissue specificity,True
BNIP2,2,D,1,,239.5,,0,,,,,0,,"Overexpressed (239 TPM, p99)",Tissue enhanced,False
BOD1L1,2,D,1,,397.5,,0,,,,,0,,"Overexpressed (397 TPM, p100)",Low tissue specificity,True
BPTF,2,D,1,,204.1,,0,,,,,0,,"Overexpressed (204 TPM, p99)",Low tissue specificity,True
BRD1,2,D,1,,186.0,,0,,,,,0,,"Overexpressed (186 TPM, p99)",Low tissue specificity,True
BRD10,2,D,1,,179.0,,0,,,,,0,,"Overexpressed (179 TPM, p99)",,False
BRD2,2,D,1,,235.2,,0,,,,,0,,"Overexpressed (235 TPM, p99)",Low tissue specificity,False
BRK1,2,D,1,,223.1,,0,,,,,0,,"Overexpressed (223 TPM, p99)",Low tissue specificity,True
BTAF1,2,D,1,,191.4,,0,,,,,0,,"Overexpressed (191 TPM, p99)",Low tissue specificity,True
BTBD1,2,D,1,,175.2,,0,,,,,0,,"Overexpressed (175 TPM, p99)",Tissue enhanced,False
BTF3,2,D,1,,179.1,,0,,,,,0,,"Overexpressed (179 TPM, p99)",Low tissue specificity,True
BTG1,2,D,1,,377.0,,0,,,,,0,,"Overexpressed (377 TPM, p100)",Tissue enhanced,False
BTG3,2,D,1,,161.7,,0,,,,,0,,"Overexpressed (162 TPM, p98)",Low tissue specificity,True
BUD23,2,D,1,,170.3,,0,,,,,0,,"Overexpressed (170 TPM, p98)",Low tissue specificity,True
C1QC,2,D,1,,245.0,,0,,,,,0,,"Overexpressed (245 TPM, p99)",Tissue enhanced,False
C2CD5,2,D,1,,178.4,,0,,,,,0,,"Overexpressed (178 TPM, p99)",Low tissue specificity,True
C6orf62,2,D,1,,328.5,,0,,,,,0,,"Overexpressed (329 TPM, p99)",Low tissue specificity,True
C9orf78,2,D,1,,161.0,,0,,,,,0,,"Overexpressed (161 TPM, p98)",Low tissue specificity,True
CALCOCO1,2,D,1,,167.5,,0,,,,,0,,"Overexpressed (167 TPM, p98)",Low tissue specificity,True
CALM1,2,D,1,,162.3,,0,,,,,0,,"Overexpressed (162 TPM, p98)",Low tissue specificity,True
CALM2,2,D,1,,230.8,,0,,,,,0,,"Overexpressed (231 TPM, p99)",Low tissue specificity,True
CAMSAP2,2,D,1,,158.9,,0,,,,,0,,"Overexpressed (159 TPM, p98)",Low tissue specificity,False
CAP1,2,D,1,,169.8,,0,,,,,0,,"Overexpressed (170 TPM, p98)",Low tissue specificity,True
CAPN14,2,D,1,YES,1.9,,0,,,,,0,,Mutated (MODERATE) | Expressed (2 TPM),Tissue enriched,False
CAPN7,2,D,1,,215.3,,0,,,,,0,,"Overexpressed (215 TPM, p99)",Low tissue specificity,True
CAPRIN1,2,D,1,,215.4,,0,,,,,0,,"Overexpressed (215 TPM, p99)",Low tissue specificity,True
CASC3,2,D,1,,170.9,,0,,,,,0,,"Overexpressed (171 TPM, p98)",Low tissue specificity,True
CBR4,2,D,1,,181.5,,0,,,,,0,,"Overexpressed (182 TPM, p99)",Low tissue specificity,True
CBX5,2,D,1,,234.8,,0,,,,,0,,"Overexpressed (235 TPM, p99)",Tissue enhanced,False
CCAR1,2,D,1,,212.7,,0,,,,,0,,"Overexpressed (213 TPM, p99)",Low tissue specificity,True
CCDC14,2,D,1,,157.5,,0,,,,,0,,"Overexpressed (157 TPM, p98)",Low tissue specificity,True
CCDC50,2,D,1,,189.3,,0,,,,,0,,"Overexpressed (189 TPM, p99)",Low tissue specificity,True
CCDC80,2,D,1,,314.0,,0,,,,,0,,"Overexpressed (314 TPM, p99)",Low tissue specificity,True
CCN1,2,D,1,,1739.5,,0,,,,,0,,"Overexpressed (1740 TPM, p100)",Tissue enhanced,False
CCN2,2,D,1,,4237.4,,0,,,,,0,,"Overexpressed (4237 TPM, p100)",Tissue enhanced,False
CCN4,2,D,1,,451.5,,0,,,,,0,,"Overexpressed (451 TPM, p100)",Tissue enhanced,False
CCNG1,2,D,1,,276.1,,0,,,,,0,,"Overexpressed (276 TPM, p99)",Low tissue specificity,True
CCNG2,2,D,1,,281.6,,0,,,,,0,,"Overexpressed (282 TPM, p99)",Low tissue specificity,True
CCNI,2,D,1,,938.5,,0,,,,,0,,"Overexpressed (938 TPM, p100)",Low tissue specificity,True
CCNT1,2,D,1,,177.0,,0,,,,,0,,"Overexpressed (177 TPM, p99)",Low tissue specificity,True
CCT2,2,D,1,,361.1,,0,,,,,0,,"Overexpressed (361 TPM, p100)",Low tissue specificity,True
CCT4,2,D,1,,426.0,,0,,,,,0,,"Overexpressed (426 TPM, p100)",Low tissue specificity,True
CCT5,2,D,1,,162.0,,0,,,,,0,,"Overexpressed (162 TPM, p98)",Low tissue specificity,True
CCT6A,2,D,1,,249.1,,0,,,,,0,,"Overexpressed (249 TPM, p99)",Low tissue specificity,True
CCT7,2,D,1,,249.5,,0,,,,,0,,"Overexpressed (249 TPM, p99)",Low tissue specificity,True
CCT8,2,D,1,,198.3,,0,,,,,0,,"Overexpressed (198 TPM, p99)",Low tissue specificity,True
CDC37,2,D,1,,163.5,,0,,,,,0,,"Overexpressed (164 TPM, p98)",Low tissue specificity,True
CDC5L,2,D,1,,158.3,,0,,,,,0,,"Overexpressed (158 TPM, p98)",Low tissue specificity,True
CDK14,2,D,1,,429.9,,0,,,,,0,,"Overexpressed (430 TPM, p100)",Low tissue specificity,True
CDK6,2,D,1,,171.0,,0,,,,,0,,"Overexpressed (171 TPM, p98)",Tissue enhanced,False
CEBPB,2,D,1,,191.2,,0,,,,,0,,"Overexpressed (191 TPM, p99)",Low tissue specificity,True
CEBPD,2,D,1,,548.9,,0,,,,,0,,"Overexpressed (549 TPM, p100)",Low tissue specificity,True
CEBPZ,2,D,1,,165.5,,0,,,,,0,,"Overexpressed (166 TPM, p98)",Low tissue specificity,True
CENPF,2,D,1,,165.8,,0,,,,,0,,"Overexpressed (166 TPM, p98)",Group enriched,False
CENPL,2,D,1,YES,13.1,,0,,,,,0,,Mutated (MODERATE) | Expressed (13 TPM),Tissue enhanced,False
CEP70,2,D,1,,226.4,,0,,,,,0,,"Overexpressed (226 TPM, p99)",Low tissue specificity,True
CFAP97,2,D,1,,193.7,,0,,,,,0,,"Overexpressed (194 TPM, p99)",Low tissue specificity,True
CHD1,2,D,1,,181.2,,0,,,,,0,,"Overexpressed (181 TPM, p99)",Low tissue specificity,True
CHD9,2,D,1,,169.6,,0,,,,,0,,"Overexpressed (170 TPM, p98)",Low tissue specificity,True
CHMP4B,2,D,1,,187.6,,0,,,,,0,,"Overexpressed (188 TPM, p99)",Low tissue specificity,True
CHP1,2,D,1,,169.4,,0,,,,,0,,"Overexpressed (169 TPM, p98)",Low tissue specificity,True
CIRBP,2,D,1,,212.1,,0,,,,,0,,"Overexpressed (212 TPM, p99)",Low tissue specificity,True
CKAP2,2,D,1,,160.0,,0,,,,,0,,"Overexpressed (160 TPM, p98)",Tissue enhanced,False
CLIC1,2,D,1,,252.6,,0,,,,,0,,"Overexpressed (253 TPM, p99)",Low tissue specificity,True
CLINT1,2,D,1,,210.9,,0,,,,,0,,"Overexpressed (211 TPM, p99)",Low tissue specificity,True
CLNS1A,2,D,1,,168.1,,0,,,,,0,,"Overexpressed (168 TPM, p98)",Low tissue specificity,True
CLOCK,2,D,1,,179.5,,0,,,,,0,,"Overexpressed (179 TPM, p99)",Low tissue specificity,True
CLTC,2,D,1,,377.1,,0,,,,,0,,"Overexpressed (377 TPM, p100)",Low tissue specificity,True
CMAS,2,D,1,,171.5,,0,,,,,0,,"Overexpressed (171 TPM, p99)",Low tissue specificity,True
CNBP,2,D,1,,530.5,,0,,,,,0,,"Overexpressed (531 TPM, p100)",Low tissue specificity,True
CNN2,2,D,1,,204.8,,0,,,,,0,,"Overexpressed (205 TPM, p99)",Low tissue specificity,True
CNN3,2,D,1,,538.2,,0,,,,,0,,"Overexpressed (538 TPM, p100)",Low tissue specificity,True
CNOT4,2,D,1,,172.0,,0,,,,,0,,"Overexpressed (172 TPM, p99)",Low tissue specificity,True
COL10A1,2,D,1,,2430.7,,0,,,,,0,,"Overexpressed (2431 TPM, p100)",Tissue enhanced,False
COL11A2,2,D,1,,486.4,,0,,,,,0,,"Overexpressed (486 TPM, p100)",Group enriched,False
COL1A1,2,D,1,,7658.5,,0,,,,,0,,"Overexpressed (7659 TPM, p100)",Tissue enhanced,False
COL1A2,2,D,1,,8074.9,,0,,,,,0,,"Overexpressed (8075 TPM, p100)",Tissue enhanced,False
COL22A1,2,D,1,,212.8,,0,,,,,0,,"Overexpressed (213 TPM, p99)",Tissue enriched,False
COL3A1,2,D,1,,3436.5,,0,,,,,0,,"Overexpressed (3436 TPM, p100)",Tissue enhanced,False
COL4A1,2,D,1,,279.9,,0,,,,,0,,"Overexpressed (280 TPM, p99)",Tissue enhanced,False
COL5A1,2,D,1,,716.1,,0,,,,,0,,"Overexpressed (716 TPM, p100)",Tissue enhanced,False
COL5A2,2,D,1,,521.2,,0,,,,,0,,"Overexpressed (521 TPM, p100)",Low tissue specificity,False
COL6A1,2,D,1,,226.9,,0,,,,,0,,"Overexpressed (227 TPM, p99)",Low tissue specificity,False
COL6A3,2,D,1,,210.8,,0,,,,,0,,"Overexpressed (211 TPM, p99)",Tissue enhanced,False
COPB1,2,D,1,,243.9,,0,,,,,0,,"Overexpressed (244 TPM, p99)",Low tissue specificity,True
